Id,SalePrice
1461,120417.0
1462,163480.12
1463,188594.95
1464,197091.4
1465,190212.6
1466,172697.89
1467,175592.28
1468,165134.0
1469,193394.6
1470,127668.55
1471,192089.72
1472,93049.9
1473,95922.72
1474,149010.31
1475,120661.83
1476,403064.5
1477,258963.33
1478,294960.34
1479,255550.11
1480,505502.38
1481,325769.12
1482,213245.52
1483,171896.39
1484,162959.11
1485,180873.33
1486,191856.25
1487,374492.47
1488,225888.25
1489,209579.53
1490,225621.28
1491,181290.67
1492,86513.96
1493,190450.55
1494,300802.3
1495,291592.34
1496,233670.19
1497,182280.97
1498,160724.52
1499,166828.84
1500,152758.89
1501,177303.64
1502,152091.1
1503,318859.1
1504,237683.05
1505,228041.47
1506,183755.78
1507,246218.77
1508,195273.33
1509,166407.16
1510,151478.7
1511,144198.08
1512,177116.4
1513,144690.45
1514,164464.83
1515,214361.3
1516,155864.12
1517,161421.02
1518,135132.81
1519,221730.5
1520,137831.55
1521,136251.17
1522,170380.98
1523,108510.9
1524,122516.734
1525,122859.2
1526,115448.92
1527,103568.484
1528,133852.23
1529,155147.61
1530,169855.97
1531,103838.1
1532,96821.15
1533,149207.39
1534,124208.56
1535,153456.2
1536,97437.84
1537,78774.63
1538,200111.66
1539,217790.39
1540,99842.39
1541,148988.84
1542,137541.62
1543,219136.69
1544,74495.56
1545,113337.18
1546,131631.06
1547,133931.72
1548,142277.48
1549,123398.2
1550,147959.73
1551,113081.47
1552,159284.6
1553,166443.47
1554,113028.67
1555,164126.88
1556,88777.16
1557,96204.83
1558,96084.04
1559,66755.44
1560,124272.695
1561,125627.88
1562,125324.96
1563,122053.84
1564,161059.27
1565,145492.94
1566,225272.77
1567,69596.67
1568,220746.34
1569,147935.7
1570,136023.89
1571,123329.81
1572,154094.58
1573,247687.2
1574,114742.14
1575,223569.1
1576,213293.45
1577,196220.31
1578,144369.12
1579,142325.86
1580,194019.45
1581,146439.89
1582,128901.33
1583,326003.56
1584,220106.25
1585,138561.86
1586,79277.46
1587,97908.73
1588,154793.05
1589,103347.53
1590,130630.32
1591,91253.81
1592,112334.1
1593,130087.09
1594,155536.22
1595,111565.08
1596,236147.77
1597,177833.36
1598,205620.61
1599,180434.81
1600,179027.31
1601,75473.87
1602,119357.83
1603,75772.09
1604,277925.84
1605,239449.05
1606,159915.7
1607,181019.36
1608,206156.45
1609,194570.73
1610,152766.22
1611,132446.16
1612,174758.48
1613,159182.1
1614,126913.664
1615,93081.72
1616,64975.574
1617,92849.81
1618,123163.95
1619,140284.11
1620,175896.06
1621,135143.58
1622,149294.95
1623,289536.84
1624,211022.61
1625,121387.32
1626,164977.84
1627,182980.88
1628,283265.2
1629,183058.0
1630,398658.8
1631,232658.75
1632,251429.72
1633,169943.17
1634,187929.73
1635,183634.16
1636,153502.34
1637,187334.45
1638,202669.42
1639,181197.61
1640,255989.36
1641,173432.7
1642,229834.75
1643,215744.62
1644,220882.1
1645,208756.12
1646,160244.61
1647,160482.64
1648,134873.14
1649,135344.34
1650,120351.24
1651,126361.25
1652,95992.35
1653,94026.52
1654,154374.27
1655,141139.31
1656,143688.08
1657,153307.06
1658,144805.17
1659,135297.08
1660,154883.02
1661,446484.4
1662,413498.22
1663,410963.5
1664,270314.66
1665,327581.5
1666,306465.28
1667,372903.03
1668,330692.2
1669,289587.78
1670,355761.12
1671,261499.72
1672,486367.56
1673,291517.62
1674,240202.64
1675,184308.44
1676,187162.3
1677,221871.52
1678,540955.25
1679,382458.97
1680,335777.1
1681,267937.44
1682,301265.1
1683,174430.45
1684,171228.84
1685,174815.94
1686,169140.77
1687,163480.92
1688,191077.19
1689,191901.92
1690,191276.3
1691,181360.22
1692,278334.06
1693,167229.36
1694,188890.77
1695,165247.44
1696,279531.88
1697,174877.38
1698,371570.12
1699,327875.1
1700,244008.42
1701,258294.62
1702,256455.48
1703,248133.6
1704,289048.62
1705,238921.27
1706,471585.5
1707,227363.05
1708,208209.1
1709,304295.12
1710,226235.98
1711,244891.1
1712,259611.58
1713,272117.06
1714,224538.48
1715,211226.12
1716,197706.73
1717,179718.62
1718,137915.73
1719,195042.55
1720,242093.72
1721,174484.8
1722,131517.03
1723,155541.12
1724,219891.64
1725,239648.31
1726,191991.86
1727,155156.73
1728,163572.39
1729,168036.94
1730,165979.61
1731,124509.72
1732,132580.3
1733,114717.8
1734,117744.41
1735,134587.97
1736,111158.82
1737,337225.28
1738,210689.02
1739,289136.8
1740,253655.42
1741,192049.8
1742,170916.61
1743,172320.56
1744,320080.44
1745,226862.95
1746,230349.84
1747,219188.84
1748,233366.69
1749,153783.4
1750,128833.586
1751,246786.02
1752,121139.766
1753,152479.8
1754,204462.27
1755,167376.17
1756,133910.72
1757,120773.24
1758,142707.27
1759,158042.14
1760,168212.42
1761,147653.38
1762,187179.08
1763,175552.62
1764,121088.87
1765,171787.14
1766,175584.61
1767,214527.69
1768,151700.89
1769,183583.52
1770,143934.45
1771,133782.69
1772,137547.3
1773,136063.69
1774,137198.78
1775,140330.27
1776,127380.95
1777,114485.01
1778,138360.69
