Id,SalePrice
1461,120975.12
1462,142897.28
1463,193645.48
1464,198722.75
1465,185139.8
1466,175083.67
1467,173215.6
1468,168157.08
1469,188376.81
1470,125888.85
1471,201076.75
1472,95137.12
1473,97577.45
1474,138450.2
1475,102992.66
1476,362593.84
1477,235901.39
1478,276057.62
1479,277242.0
1480,542378.25
1481,338988.66
1482,208509.55
1483,185036.3
1484,163582.83
1485,201292.12
1486,207978.67
1487,409200.8
1488,232501.92
1489,191170.67
1490,245493.25
1491,197741.08
1492,92445.555
1493,192183.9
1494,257095.25
1495,279735.62
1496,245921.6
1497,176273.08
1498,167273.1
1499,159336.58
1500,158705.33
1501,187011.67
1502,151925.89
1503,302406.88
1504,224834.05
1505,233489.06
1506,189624.39
1507,273538.72
1508,193623.67
1509,159125.53
1510,137777.4
1511,161736.31
1512,170777.67
1513,144643.48
1514,159195.08
1515,202048.56
1516,173288.97
1517,176723.78
1518,132638.14
1519,217177.52
1520,140442.9
1521,145263.61
1522,180996.47
1523,114570.445
1524,126254.43
1525,118462.97
1526,112757.31
1527,109864.805
1528,134249.94
1529,152576.08
1530,188255.23
1531,131301.31
1532,103251.48
1533,165482.83
1534,127292.57
1535,162897.36
1536,109448.805
1537,69235.016
1538,149038.9
1539,197201.42
1540,122566.39
1541,140916.47
1542,141044.47
1543,184487.2
1544,83426.46
1545,113829.05
1546,128050.375
1547,144650.3
1548,128554.8
1549,117849.82
1550,128243.42
1551,122638.18
1552,151545.34
1553,168388.42
1554,115263.64
1555,174899.52
1556,98025.66
1557,121169.44
1558,107052.91
1559,101037.9
1560,125052.05
1561,140160.31
1562,135222.27
1563,128768.58
1564,165720.6
1565,160049.27
1566,230368.73
1567,78560.39
1568,262335.75
1569,112767.26
1570,142250.73
1571,119645.88
1572,152874.8
1573,246196.44
1574,124737.48
1575,250167.81
1576,243478.36
1577,175516.56
1578,143553.48
1579,149634.33
1580,189308.22
1581,167723.78
1582,118779.76
1583,316111.1
1584,220575.88
1585,149657.66
1586,62230.355
1587,102580.35
1588,162368.2
1589,109326.06
1590,128463.61
1591,106485.766
1592,125034.484
1593,119991.77
1594,141098.86
1595,133475.64
1596,215481.78
1597,194370.61
1598,188998.1
1599,169396.72
1600,161424.02
1601,66320.53
1602,125701.266
1603,95378.695
1604,264219.78
1605,241465.19
1606,154928.81
1607,165327.55
1608,203028.52
1609,176152.53
1610,160576.89
1611,141309.2
1612,175727.53
1613,160893.75
1614,130642.9
1615,93499.41
1616,85285.31
1617,94445.305
1618,122474.84
1619,144189.62
1620,181320.0
1621,144242.0
1622,147636.16
1623,261920.33
1624,251280.3
1625,123396.52
1626,151863.45
1627,194986.36
1628,293707.5
1629,170787.0
1630,353762.06
1631,202093.38
1632,239416.53
1633,180574.81
1634,192409.81
1635,187458.33
1636,148683.73
1637,220521.03
1638,185512.06
1639,170344.69
1640,253711.61
1641,186556.2
1642,238132.02
1643,226851.83
1644,230380.98
1645,192808.23
1646,159119.55
1647,152767.83
1648,127348.25
1649,141982.58
1650,113517.22
1651,118174.17
1652,97321.25
1653,102820.2
1654,135410.44
1655,140531.83
1656,136221.47
1657,134978.47
1658,145632.88
1659,106535.18
1660,159163.86
1661,457255.03
1662,384494.9
1663,389238.94
1664,526582.9
1665,281162.78
1666,358644.2
1667,357766.66
1668,325882.66
1669,287792.25
1670,336951.6
1671,277203.12
1672,483813.38
1673,300873.78
1674,242988.69
1675,211586.31
1676,216013.7
1677,215015.7
1678,551787.9
1679,415009.1
1680,322277.88
1681,233585.06
1682,320934.44
1683,194869.47
1684,188343.72
1685,190236.64
1686,168704.36
1687,185250.19
1688,200288.89
1689,202274.39
1690,208012.8
1691,193738.8
1692,270488.47
1693,186072.77
1694,191010.1
1695,164350.14
1696,288688.16
1697,167381.97
1698,357244.16
1699,279727.66
1700,250000.67
1701,267645.56
1702,242760.84
1703,234828.05
1704,291076.8
1705,242864.67
1706,467609.72
1707,216445.88
1708,200792.42
1709,258811.14
1710,220196.11
1711,265640.25
1712,259648.19
1713,274348.38
1714,222729.7
1715,213085.39
1716,167221.23
1717,168647.62
1718,145008.42
1719,213939.78
1720,222902.12
1721,165763.7
1722,141458.33
1723,162988.03
1724,206761.39
1725,256832.97
1726,202964.94
1727,162832.98
1728,191477.92
1729,157660.5
1730,165182.45
1731,128225.586
1732,123582.586
1733,121723.07
1734,124922.445
1735,137944.77
1736,109409.23
1737,309718.47
1738,227419.05
1739,241967.36
1740,243766.86
1741,211928.58
1742,179255.19
1743,179722.36
1744,277480.84
1745,211033.27
1746,204245.73
1747,214158.25
1748,240033.39
1749,154534.78
1750,136330.94
1751,263118.66
1752,122036.84
1753,145595.47
1754,182393.97
1755,186042.16
1756,134257.17
1757,119452.914
1758,147622.16
1759,163258.06
1760,169307.9
1761,146546.48
1762,190040.39
1763,184292.1
1764,117991.805
1765,190032.7
1766,180794.03
1767,245652.31
1768,149073.14
1769,166710.83
1770,153117.72
1771,123634.89
1772,143550.61
1773,133075.86
1774,178625.44
1775,139358.72
1776,133824.4
1777,111252.43
1778,153068.38
1779,127514.28
1780,172702.12
1781,132909.2
1782,89851.195
1783,148302.1
1784,116251.0
1785,135193.03
1786,190131.0
1787,173394.11
1788,64697.734
1789,108466.01
1790,89095.305
1791,212863.78
1792,154810.22
1793,138741.47
1794,158149.38
1795,136867.77
1796,135850.75
1797,105223.45
1798,122363.86
1799,106661.38
1800,129542.78
1801,119815.586
1802,113276.945
1803,146381.12
1804,145033.56
1805,136969.5
1806,123608.125
1807,136745.69
1808,119594.62
1809,130387.89
1810,137168.3
1811,99869.13
1812,106956.9
1813,119905.01
1814,93921.83
1815,52785.05
1816,108049.266
1817,133926.73
1818,160014.11
1819,128570.63
1820,75558.68
1821,114201.195
1822,157690.27
1823,50671.117
1824,136215.28
1825,135798.19
1826,113416.84
1827,107841.65
1828,132562.23
1829,114862.12
1830,148094.39
1831,143187.88
1832,83840.75
1833,149753.6
1834,132099.7
1835,116772.32
1836,129234.06
1837,102259.69
1838,128231.51
1839,92373.086
1840,150056.11
1841,150354.84
1842,90953.74
1843,130742.94
1844,139552.84
1845,143734.08
1846,155926.5
1847,189400.3
1848,55014.082
1849,129128.49
1850,118638.53
1851,169024.52
1852,121735.836
1853,148416.27
1854,174860.17
1855,127968.03
1856,224854.48
1857,157760.02
1858,149798.61
1859,119561.51
1860,155653.88
1861,118556.55
1862,316120.5
1863,269173.34
1864,269649.62
1865,348684.22
1866,316592.78
1867,214604.5
1868,309522.2
1869,203788.84
1870,211842.02
1871,241814.16
1872,190044.47
1873,248709.64
1874,154230.81
1875,197970.94
1876,195645.31
1877,207786.34
1878,211848.19
1879,146841.23
1880,126035.53
1881,287233.7
1882,252879.67
1883,192392.81
1884,202062.83
1885,234324.03
1886,287679.28
1887,210604.55
1888,271978.3
1889,185518.83
1890,123668.984
1891,131151.36
1892,98004.56
1893,151771.23
1894,136857.25
1895,154019.52
1896,135654.61
1897,129409.305
1898,116491.5
1899,158409.83
1900,145516.6
1901,177212.5
1902,162798.17
1903,193685.9
1904,146526.61
1905,193414.42
1906,152095.95
1907,219375.22
1908,100835.49
1909,130242.97
1910,117674.89
1911,181135.4
1912,275748.28
1913,141252.58
1914,72456.94
1915,288878.12
1916,79972.33
1917,240964.98
1918,142386.47
1919,176696.4
1920,148474.9
1921,405958.9
1922,325391.34
1923,196781.94
1924,222137.16
1925,207509.06
1926,399593.06
1927,141043.8
1928,162576.11
1929,128530.84
1930,125388.66
1931,145187.23
1932,147247.88
1933,203150.69
1934,186157.69
1935,177661.44
1936,202570.88
1937,177964.97
1938,178431.55
1939,243227.23
1940,181039.08
1941,176079.61
1942,190294.42
1943,195285.73
1944,344583.84
1945,361700.78
1946,122920.766
1947,287558.4
1948,158686.86
1949,251580.9
1950,175996.06
1951,274618.22
1952,211622.86
1953,178467.67
1954,181216.9
1955,136286.6
1956,422190.9
1957,144310.58
1958,306385.38
1959,146687.44
1960,113921.445
1961,122894.15
1962,96753.47
1963,106190.01
1964,107860.09
1965,146443.28
1966,124882.64
1967,312257.2
1968,395741.28
1969,396200.72
1970,457246.4
1971,503702.4
1972,390013.16
1973,265591.03
1974,333856.0
1975,537922.56
1976,267195.25
1977,406735.8
1978,389082.56
1979,307562.4
1980,199634.02
1981,342888.12
1982,216161.0
1983,194572.75
1984,162895.61
1985,232274.16
1986,221478.14
1987,178899.58
1988,188474.31
1989,204938.81
1990,219634.6
1991,227778.42
1992,220962.05
1993,180412.5
1994,266869.72
1995,189218.08
1996,240762.83
1997,303771.9
1998,361536.03
1999,265996.34
2000,306164.12
2001,259602.47
2002,231957.52
2003,258828.75
2004,291880.2
2005,224253.27
2006,211950.89
2007,246159.23
2008,215475.39
2009,212109.83
2010,197142.6
2011,156705.06
2012,168536.94
2013,195455.06
2014,198162.97
2015,186471.48
2016,199550.56
2017,197208.22
2018,124305.984
2019,134889.73
2020,105088.19
2021,113782.43
2022,195617.98
2023,155453.53
2024,252041.73
2025,351943.25
2026,172402.16
2027,160580.42
2028,154394.52
2029,155794.4
2030,273070.84
2031,231040.38
2032,250061.03
2033,256215.92
2034,164713.27
2035,216429.61
2036,184771.77
2037,186844.4
2038,272780.75
2039,226763.38
2040,376138.47
2041,241502.11
2042,204505.75
2043,170483.1
2044,174351.25
2045,194181.7
2046,144530.39
2047,143446.06
2048,142010.27
2049,134376.17
2050,174222.16
2051,111246.5
2052,120885.58
2053,150419.6
2054,96123.84
2055,157327.05
2056,143425.98
2057,121644.82
2058,234022.88
2059,143171.11
2060,170405.02
2061,168209.42
2062,136499.7
2063,122314.82
2064,137492.69
2065,127990.56
2066,174462.36
2067,142905.7
2068,138699.2
2069,89132.11
2070,112884.805
2071,97791.76
2072,134154.97
2073,131587.27
2074,128427.91
2075,149514.8
2076,115374.164
2077,161757.33
2078,122387.2
2079,131913.5
2080,108735.29
2081,127515.016
2082,126516.4
2083,151008.77
2084,100622.984
2085,116427.125
2086,107625.46
2087,125937.21
2088,105263.71
2089,80372.87
2090,131407.27
2091,108058.94
2092,130499.71
2093,133145.61
2094,116018.74
2095,136830.61
2096,78873.19
2097,101837.484
2098,128697.484
2099,56820.97
2100,91529.19
2101,110602.59
2102,128723.18
2103,101016.82
2104,153862.27
2105,142892.78
2106,72675.77
2107,204304.02
2108,112960.06
2109,109725.9
2110,142479.77
2111,137873.02
2112,140996.05
2113,122502.07
2114,120417.305
2115,165369.02
2116,113474.3
2117,141737.92
2118,127264.62
2119,114392.99
2120,114537.65
2121,110479.68
2122,119405.03
2123,77366.375
2124,159099.12
2125,124217.38
2126,152630.05
2127,177740.61
2128,133307.28
2129,98674.555
2130,128119.43
2131,152067.69
2132,116790.07
2133,119508.73
2134,122430.35
2135,94253.734
2136,86234.47
2137,110912.16
2138,138125.9
2139,143239.8
2140,145836.75
2141,149461.86
2142,133157.64
2143,158859.22
2144,141717.8
2145,145976.56
2146,167886.95
2147,155606.33
2148,138809.11
2149,153100.55
2150,203863.2
2151,109664.76
2152,204524.8
2153,160080.31
2154,119038.4
2155,144198.25
2156,274273.78
2157,231615.2
2158,254354.34
2159,224259.06
2160,199124.36
2161,236618.02
2162,484607.62
2163,350123.34
2164,239255.5
2165,199935.6
2166,158326.89
2167,212318.8
2168,211127.28
2169,208285.45
2170,170267.48
2171,159535.17
2172,133038.47
2173,176425.56
2174,236199.05
2175,287026.44
2176,307436.22
2177,256783.56
2178,209123.62
2179,147074.92
2180,208390.23
2181,189650.83
2182,216830.2
2183,182473.66
2184,126415.47
2185,137359.55
2186,144411.3
2187,146019.27
2188,154745.9
2189,327986.84
2190,76232.07
2191,78812.66
2192,88477.76
2193,120142.086
2194,102047.25
2195,128364.805
2196,109921.54
2197,125061.195
2198,156724.92
2199,187147.7
2200,153365.58
2201,136394.86
2202,190441.86
2203,137815.36
2204,187820.78
2205,125460.67
2206,140487.81
2207,203452.17
2208,246198.45
2209,198892.19
2210,114202.93
2211,110014.984
2212,113715.01
2213,102849.11
2214,147560.8
2215,98951.79
2216,150570.86
2217,76177.39
2218,96622.24
2219,77303.195
2220,92093.35
2221,291101.2
2222,272557.03
2223,294927.8
2224,194233.61
2225,137984.22
2226,182224.44
2227,206753.22
2228,271440.47
2229,264691.88
2230,159011.27
2231,225926.42
2232,171837.12
2233,191494.73
2234,232275.34
2235,242561.61
2236,285892.94
2237,385214.6
2238,190252.16
2239,121679.4
2240,161023.19
2241,155546.0
2242,132865.14
2243,132521.45
2244,108749.21
2245,109018.49
2246,148125.55
2247,106990.37
2248,121618.01
2249,121341.37
2250,125485.37
2251,146244.98
2252,164073.9
2253,163413.17
2254,184892.16
2255,189013.67
2256,183031.83
2257,188289.14
2258,156089.0
2259,172520.0
2260,167961.4
2261,168914.06
2262,209470.28
2263,363335.3
2264,455430.6
2265,175529.69
2266,279398.3
2267,413777.3
2268,394805.5
2269,147181.16
2270,193673.27
2271,203274.77
2272,200331.4
2273,159682.1
2274,180035.23
2275,158398.66
2276,196120.89
2277,169306.58
2278,145511.11
2279,137212.27
2280,133875.52
2281,177589.48
2282,198279.36
2283,108593.17
2284,116582.74
2285,130451.59
2286,123102.65
2287,356960.38
2288,275291.34
2289,408516.25
2290,483243.56
2291,339427.4
2292,449648.22
2293,515501.44
2294,406128.16
2295,521083.28
2296,297197.62
2297,334141.47
2298,330475.75
2299,403974.34
2300,364532.22
2301,300207.9
2302,260974.28
2303,239097.2
2304,255662.6
2305,220368.53
2306,210699.78
2307,211781.7
2308,223737.67
2309,272533.5
2310,203694.67
2311,218502.42
2312,183173.81
2313,187620.2
2314,196540.25
2315,194196.0
2316,215074.06
2317,190242.39
2318,201640.78
2319,195299.66
2320,173456.86
2321,241468.39
2322,180019.53
2323,194327.39
2324,191537.17
2325,216511.69
2326,189022.16
2327,214431.75
2328,230655.72
2329,195433.06
2330,182506.78
2331,399497.66
2332,379381.16
2333,326503.9
2334,259141.73
2335,273179.72
2336,311959.66
2337,192584.52
2338,264192.25
2339,219770.52
2340,437363.62
2341,215296.48
2342,231559.33
2343,239301.42
2344,214450.23
2345,232038.95
2346,202075.1
2347,196624.02
2348,239391.6
2349,189250.98
2350,316531.66
2351,252608.88
2352,250215.39
2353,287013.53
2354,145475.81
2355,153569.03
2356,168262.86
2357,190660.14
2358,208472.67
2359,142541.92
2360,111254.16
2361,137133.89
2362,325656.78
2363,145212.27
2364,166275.08
2365,222561.52
2366,184886.95
2367,224865.73
2368,222042.22
2369,222328.31
2370,159206.73
2371,160358.62
2372,188550.94
2373,261365.84
2374,331568.12
2375,250269.52
2376,319802.2
2377,294207.66
2378,143496.0
2379,190368.81
2380,155207.97
2381,173436.67
2382,186586.38
2383,202667.55
2384,239909.22
2385,154015.17
2386,139376.06
2387,135500.6
2388,107182.984
2389,131538.08
2390,148788.72
2391,145315.62
2392,109893.43
2393,159587.42
2394,140041.0
2395,193153.48
2396,145716.7
2397,251505.56
